ProdDescr,Plant,Vendor,RespUserPurGrp,POPurMethod,Requisitioner,PricePerUnit
142_Liferaft_8_man,plant_XIAH5,vendor_CKIJM5,12505_JIT31,Manual_Calloff,24738,186832
142_Liferaft_8_man,plant_XIAH5,vendor_CKIJM5,12505_JIT31,Manual_Calloff,24738,227553
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,12505_JIT31,Manual_Calloff,24738,243632
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,12505_JIT31,Manual_Calloff,24738,236513
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,12505_JIT31,Manual_Calloff,24738,257695
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,12505_JIT31,Manual_Calloff,24738,258233
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,12505_JIT31,Manual_Calloff,24738,189945
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,12505_JIT31,Manual_Calloff,24738,195495
143_Liferaft_8_man,plant_XIAH5,vendor_CKIJM5,12505_JIT31,Manual_Calloff,24738,144323
143_Liferaft_8_man,plant_XIAH5,vendor_CKIJM5,12505_JIT31,Manual_Calloff,24738,96607
143_Liferaft_8_man,plant_XIAH5,vendor_CKIJM5,12505_JIT31,Manual_Calloff,24738,98894
143_Liferaft_8_man,plant_XIAH5,vendor_CKIJM5,12505_JIT31,Manual_Calloff,24738,145771
143_Liferaft_8_man,plant_XIAH5,vendor_CKIJM5,12505_JIT31,Manual_Calloff,24738,83641
143_Liferaft_8_man,plant_XIAH5,vendor_CKIJM5,12505_JIT31,Manual_Calloff,24738,170408
849_Liferaft_16_man1,plant_XIAH5,vendor_CKIJM5,9946_JIT39,Spot,24738,207467
849_Liferaft_16_man1,plant_XIAH5,vendor_CKIJM5,9946_JIT39,Spot,24738,203729
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT39,Spot,24738,233075
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT39,Spot,24738,204315
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT39,Spot,24738,414615
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT39,Spot,24738,368722
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT39,Spot,24738,379705
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,226699
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,226848
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,22804
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,230411
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,224804
846_Liferaft_16_man1,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,225177
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,330203
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,22589
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,289175
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,323432
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,248177
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,230107
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,265354
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,210708
142_Liferaft_8_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,11005
142_Liferaft_8_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,126615
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,285181
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,297159
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,227598
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,174621
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,235897
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,308763
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,275381
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,230966
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,280279
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,4129
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,427541
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,242316
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,38055
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,307211
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,396873
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,370272
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,361029
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,282556
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,200598
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,315428
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,225246
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,321537
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,293067
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,324138
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,290756
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,32455
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,316019
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,358148
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,342482
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,365611
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT38,Spot,24738,257917
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT38,Spot,24738,270569
142_Liferaft_8_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,361411
142_Liferaft_8_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,371805
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT38,Spot,24738,35755
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT38,Spot,24738,362344
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT39,Spot,24738,0
846_Liferaft_16_man1,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,28875
846_Liferaft_16_man1,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,28875
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,272641
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,299191
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,230881
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,27125
142_Liferaft_8_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,194532
846_Liferaft_16_man1,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,321983
846_Liferaft_16_man1,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,221933
144_Liferaft_8_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,200467
144_Liferaft_8_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,192678
144_Liferaft_8_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,188529
143_Liferaft_8_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,272021
143_Liferaft_8_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,199081
143_Liferaft_8_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,27243
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT39,Spot,24738,339799
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT39,Spot,24738,405549
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT39,Spot,24738,396353
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT39,Spot,24738,271734
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT39,Spot,24738,302038
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT39,Spot,24738,281149
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT39,Spot,24738,284358
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT39,Spot,24738,301353
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT39,Spot,24738,337446
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,336822
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,338264
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,342762
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,395337
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT39,Spot,24738,331058
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT39,Spot,24738,296957
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT39,Spot,24738,342143
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT39,Spot,24738,253209
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT39,Spot,24738,173021
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT39,Spot,24738,309458
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT39,Spot,24738,306186
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,384531
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,303127
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,342854
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,306057
846_Liferaft_16_man1,plant_XIAH5,vendor_CKIJM5,9946_JIT39,Spot,24738,298979
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,364228
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,361758
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,314183
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT39,Spot,24738,266959
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT39,Spot,24738,223921
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT39,Spot,24738,301551
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT39,Spot,24738,281185
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,253333
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,195294
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,194499
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,221618
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,221899
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,285641
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,300434
848_Liferaft_16_man1,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,39664
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,387564
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,401996
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,253285
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,358844
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,266931
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,309373
142_Liferaft_8_man,plant_XIAH5,vendor_CKIJM5,9946_JIT39,Spot,24738,293279
142_Liferaft_8_man,plant_XIAH5,vendor_CKIJM5,9946_JIT39,Spot,24738,348231
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,292397
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,251113
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,260278
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,265439
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,254492
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,238456
142_Liferaft_8_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,215
142_Liferaft_8_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,215
846_Liferaft_16_man1,plant_XIAH5,vendor_CKIJM5,9946_JIT39,Spot,24738,173933
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT39,Spot,24738,331384
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT39,Spot,24738,338621
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT39,Spot,24738,392254
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT39,Spot,24738,269693
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT39,Spot,24738,354362
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT39,Spot,24738,322287
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT38,Spot,24738,168072
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT38,Spot,24738,168072
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT38,Spot,24738,213377
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT38,Spot,24738,223222
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT38,Spot,24738,347201
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT38,Spot,24738,262868
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT39,Spot,24738,254024
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT39,Spot,24738,254024
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT39,Spot,24738,265791
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT39,Spot,24738,255681
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT39,Spot,24738,385667
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT39,Spot,24738,342008
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT39,Spot,24738,424655
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT39,Spot,24738,425852
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT39,Spot,24738,440551
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT39,Spot,24738,410231
142_Liferaft_8_man,plant_XIAH5,vendor_CKIJM5,9946_JIT39,Spot,24738,200278
142_Liferaft_8_man,plant_XIAH5,vendor_CKIJM5,9946_JIT39,Spot,24738,18165
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT39,Spot,24738,283759
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT39,Spot,24738,390549
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT39,Spot,24738,288607
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT39,Spot,24738,401452
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT39,Spot,24738,382394
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT39,Spot,24738,367107
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT39,Spot,24738,302166
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT39,Spot,24738,255497
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT39,Spot,24738,343237
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT39,Spot,24738,408447
142_Liferaft_8_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,161518
142_Liferaft_8_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,112309
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT38,Spot,24738,278186
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT38,Spot,24738,340076
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT38,Spot,24738,273533
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT38,Spot,24738,302825
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,428228
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,331912
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,328346
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,326045
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,338027
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,408818
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,277078
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,31239
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,317695
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,382992
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,381904
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,383811
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,35709
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,31748
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,309821
142_Liferaft_8_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,18626
142_Liferaft_8_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,166698
846_Liferaft_16_man1,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,215
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT39,Spot,24738,265474
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT39,Spot,24738,314966
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT39,Spot,24738,23481
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT39,Spot,24738,232523
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT39,Spot,24738,333496
144_Liferaft_8_man,plant_XIAH5,vendor_CKIJM5,9946_JIT39,Spot,24738,148704
144_Liferaft_8_man,plant_XIAH5,vendor_CKIJM5,9946_JIT39,Spot,24738,115487
144_Liferaft_8_man,plant_XIAH5,vendor_CKIJM5,9946_JIT39,Spot,24738,175381
142_Liferaft_8_man,plant_XIAH5,vendor_CKIJM5,9946_JIT39,Spot,24738,146485
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT39,Spot,24738,0
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT39,Spot,24738,0
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT39,Spot,24738,0
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT39,Spot,24738,0
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT39,Spot,24738,0
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT39,Spot,24738,0
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT39,Spot,24738,0
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJM5,9946_JIT39,Spot,24738,0
326_Liferaft_10_man,plant_XIAH5,vendor_CKIJH2,9946_JIT39,Spot,24738,380904
